timestamp,event_type,event_data
594,kpi_update,"{'time': 594, 'total_inventory': 0, 'total_stockouts': 128510, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006417194989948971, 'network_efficiency': 129340.0}"
594,stockout,"{'warehouse_id': 3, 'requested': 288, 'fulfilled': 0, 'time': 594}"
595,stockout,"{'warehouse_id': 1, 'requested': 178, 'fulfilled': 0, 'time': 595}"
596,stockout,"{'warehouse_id': 2, 'requested': 141, 'fulfilled': 0, 'time': 596}"
597,stockout,"{'warehouse_id': 3, 'requested': 137, 'fulfilled': 0, 'time': 597}"
598,stockout,"{'warehouse_id': 1, 'requested': 113, 'fulfilled': 0, 'time': 598}"
599,stockout,"{'warehouse_id': 1, 'requested': 79, 'fulfilled': 0, 'time': 599}"
600,kpi_update,"{'time': 600, 'total_inventory': 0, 'total_stockouts': 129446, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006371089072430891, 'network_efficiency': 130276.0}"
600,stockout,"{'warehouse_id': 3, 'requested': 68, 'fulfilled': 0, 'time': 600}"
601,stockout,"{'warehouse_id': 3, 'requested': 93, 'fulfilled': 0, 'time': 601}"
602,stockout,"{'warehouse_id': 2, 'requested': 54, 'fulfilled': 0, 'time': 602}"
603,stockout,"{'warehouse_id': 1, 'requested': 41, 'fulfilled': 0, 'time': 603}"
604,stockout,"{'warehouse_id': 1, 'requested': 24, 'fulfilled': 0, 'time': 604}"
605,stockout,"{'warehouse_id': 1, 'requested': 36, 'fulfilled': 0, 'time': 605}"
606,kpi_update,"{'time': 606, 'total_inventory': 0, 'total_stockouts': 129762, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006355672629257514, 'network_efficiency': 130592.0}"
606,stockout,"{'warehouse_id': 3, 'requested': 64, 'fulfilled': 0, 'time': 606}"
607,stockout,"{'warehouse_id': 2, 'requested': 142, 'fulfilled': 0, 'time': 607}"
608,stockout,"{'warehouse_id': 3, 'requested': 322, 'fulfilled': 0, 'time': 608}"
609,stockout,"{'warehouse_id': 1, 'requested': 149, 'fulfilled': 0, 'time': 609}"
610,stockout,"{'warehouse_id': 2, 'requested': 96, 'fulfilled': 0, 'time': 610}"
611,stockout,"{'warehouse_id': 2, 'requested': 93, 'fulfilled': 0, 'time': 611}"
612,kpi_update,"{'time': 612, 'total_inventory': 0, 'total_stockouts': 130628, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006313803648313576, 'network_efficiency': 131458.0}"
612,stockout,"{'warehouse_id': 3, 'requested': 111, 'fulfilled': 0, 'time': 612}"
613,stockout,"{'warehouse_id': 1, 'requested': 115, 'fulfilled': 0, 'time': 613}"
614,stockout,"{'warehouse_id': 2, 'requested': 116, 'fulfilled': 0, 'time': 614}"
615,stockout,"{'warehouse_id': 3, 'requested': 140, 'fulfilled': 0, 'time': 615}"
616,stockout,"{'warehouse_id': 3, 'requested': 147, 'fulfilled': 0, 'time': 616}"
617,stockout,"{'warehouse_id': 3, 'requested': 196, 'fulfilled': 0, 'time': 617}"
618,kpi_update,"{'time': 618, 'total_inventory': 0, 'total_stockouts': 131453, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.0062744267970941126, 'network_efficiency': 132283.0}"
618,stockout,"{'warehouse_id': 3, 'requested': 305, 'fulfilled': 0, 'time': 618}"
619,stockout,"{'warehouse_id': 1, 'requested': 171, 'fulfilled': 0, 'time': 619}"
620,stockout,"{'warehouse_id': 2, 'requested': 121, 'fulfilled': 0, 'time': 620}"
621,stockout,"{'warehouse_id': 3, 'requested': 130, 'fulfilled': 0, 'time': 621}"
622,stockout,"{'warehouse_id': 3, 'requested': 108, 'fulfilled': 0, 'time': 622}"
623,stockout,"{'warehouse_id': 2, 'requested': 89, 'fulfilled': 0, 'time': 623}"
624,kpi_update,"{'time': 624, 'total_inventory': 0, 'total_stockouts': 132377, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006230903781332842, 'network_efficiency': 133207.0}"
624,stockout,"{'warehouse_id': 2, 'requested': 80, 'fulfilled': 0, 'time': 624}"
625,stockout,"{'warehouse_id': 3, 'requested': 94, 'fulfilled': 0, 'time': 625}"
626,stockout,"{'warehouse_id': 1, 'requested': 75, 'fulfilled': 0, 'time': 626}"
627,stockout,"{'warehouse_id': 2, 'requested': 41, 'fulfilled': 0, 'time': 627}"
628,stockout,"{'warehouse_id': 3, 'requested': 36, 'fulfilled': 0, 'time': 628}"
629,stockout,"{'warehouse_id': 3, 'requested': 25, 'fulfilled': 0, 'time': 629}"
630,kpi_update,"{'time': 630, 'total_inventory': 0, 'total_stockouts': 132728, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006214528519444706, 'network_efficiency': 133558.0}"
630,stockout,"{'warehouse_id': 3, 'requested': 33, 'fulfilled': 0, 'time': 630}"
631,stockout,"{'warehouse_id': 3, 'requested': 57, 'fulfilled': 0, 'time': 631}"
632,stockout,"{'warehouse_id': 1, 'requested': 84, 'fulfilled': 0, 'time': 632}"
633,stockout,"{'warehouse_id': 2, 'requested': 105, 'fulfilled': 0, 'time': 633}"
634,stockout,"{'warehouse_id': 3, 'requested': 96, 'fulfilled': 0, 'time': 634}"
635,stockout,"{'warehouse_id': 3, 'requested': 125, 'fulfilled': 0, 'time': 635}"
636,kpi_update,"{'time': 636, 'total_inventory': 0, 'total_stockouts': 133228, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006191350012681118, 'network_efficiency': 134058.0}"
636,stockout,"{'warehouse_id': 1, 'requested': 145, 'fulfilled': 0, 'time': 636}"
637,stockout,"{'warehouse_id': 3, 'requested': 189, 'fulfilled': 0, 'time': 637}"
638,stockout,"{'warehouse_id': 2, 'requested': 193, 'fulfilled': 0, 'time': 638}"
639,stockout,"{'warehouse_id': 1, 'requested': 192, 'fulfilled': 0, 'time': 639}"
640,stockout,"{'warehouse_id': 2, 'requested': 195, 'fulfilled': 0, 'time': 640}"
641,stockout,"{'warehouse_id': 2, 'requested': 207, 'fulfilled': 0, 'time': 641}"
642,kpi_update,"{'time': 642, 'total_inventory': 0, 'total_stockouts': 134349, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006140006953742838, 'network_efficiency': 135179.0}"
642,stockout,"{'warehouse_id': 1, 'requested': 162, 'fulfilled': 0, 'time': 642}"
643,stockout,"{'warehouse_id': 1, 'requested': 122, 'fulfilled': 0, 'time': 643}"
644,stockout,"{'warehouse_id': 3, 'requested': 117, 'fulfilled': 0, 'time': 644}"
645,stockout,"{'warehouse_id': 1, 'requested': 103, 'fulfilled': 0, 'time': 645}"
646,stockout,"{'warehouse_id': 3, 'requested': 114, 'fulfilled': 0, 'time': 646}"
647,stockout,"{'warehouse_id': 3, 'requested': 103, 'fulfilled': 0, 'time': 647}"
648,kpi_update,"{'time': 648, 'total_inventory': 0, 'total_stockouts': 135070, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006107431935246543, 'network_efficiency': 135900.0}"
648,stockout,"{'warehouse_id': 1, 'requested': 125, 'fulfilled': 0, 'time': 648}"
649,stockout,"{'warehouse_id': 2, 'requested': 103, 'fulfilled': 0, 'time': 649}"
650,stockout,"{'warehouse_id': 2, 'requested': 72, 'fulfilled': 0, 'time': 650}"
651,stockout,"{'warehouse_id': 3, 'requested': 67, 'fulfilled': 0, 'time': 651}"
652,stockout,"{'warehouse_id': 3, 'requested': 38, 'fulfilled': 0, 'time': 652}"
653,stockout,"{'warehouse_id': 1, 'requested': 21, 'fulfilled': 0, 'time': 653}"
654,kpi_update,"{'time': 654, 'total_inventory': 0, 'total_stockouts': 135496, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.0060883470504525805, 'network_efficiency': 136326.0}"
654,stockout,"{'warehouse_id': 1, 'requested': 30, 'fulfilled': 0, 'time': 654}"
655,stockout,"{'warehouse_id': 2, 'requested': 42, 'fulfilled': 0, 'time': 655}"
656,stockout,"{'warehouse_id': 2, 'requested': 72, 'fulfilled': 0, 'time': 656}"
657,stockout,"{'warehouse_id': 2, 'requested': 104, 'fulfilled': 0, 'time': 657}"
658,stockout,"{'warehouse_id': 1, 'requested': 111, 'fulfilled': 0, 'time': 658}"
659,stockout,"{'warehouse_id': 1, 'requested': 145, 'fulfilled': 0, 'time': 659}"
660,kpi_update,"{'time': 660, 'total_inventory': 0, 'total_stockouts': 136000, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006065921216107606, 'network_efficiency': 136830.0}"
660,stockout,"{'warehouse_id': 2, 'requested': 189, 'fulfilled': 0, 'time': 660}"
661,stockout,"{'warehouse_id': 2, 'requested': 206, 'fulfilled': 0, 'time': 661}"
662,stockout,"{'warehouse_id': 2, 'requested': 225, 'fulfilled': 0, 'time': 662}"
663,stockout,"{'warehouse_id': 1, 'requested': 217, 'fulfilled': 0, 'time': 663}"
664,stockout,"{'warehouse_id': 3, 'requested': 187, 'fulfilled': 0, 'time': 664}"
665,stockout,"{'warehouse_id': 1, 'requested': 178, 'fulfilled': 0, 'time': 665}"
666,kpi_update,"{'time': 666, 'total_inventory': 0, 'total_stockouts': 137202, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006013098411962403, 'network_efficiency': 138032.0}"
666,stockout,"{'warehouse_id': 3, 'requested': 157, 'fulfilled': 0, 'time': 666}"
667,stockout,"{'warehouse_id': 3, 'requested': 134, 'fulfilled': 0, 'time': 667}"
668,stockout,"{'warehouse_id': 3, 'requested': 113, 'fulfilled': 0, 'time': 668}"
669,stockout,"{'warehouse_id': 2, 'requested': 106, 'fulfilled': 0, 'time': 669}"
670,stockout,"{'warehouse_id': 2, 'requested': 105, 'fulfilled': 0, 'time': 670}"
671,stockout,"{'warehouse_id': 3, 'requested': 81, 'fulfilled': 0, 'time': 671}"
672,kpi_update,"{'time': 672, 'total_inventory': 0, 'total_stockouts': 137898, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005982930626838079, 'network_efficiency': 138728.0}"
672,stockout,"{'warehouse_id': 1, 'requested': 80, 'fulfilled': 0, 'time': 672}"
673,stockout,"{'warehouse_id': 3, 'requested': 62, 'fulfilled': 0, 'time': 673}"
674,stockout,"{'warehouse_id': 1, 'requested': 49, 'fulfilled': 0, 'time': 674}"
675,stockout,"{'warehouse_id': 3, 'requested': 27, 'fulfilled': 0, 'time': 675}"
676,stockout,"{'warehouse_id': 1, 'requested': 26, 'fulfilled': 0, 'time': 676}"
677,stockout,"{'warehouse_id': 3, 'requested': 50, 'fulfilled': 0, 'time': 677}"
678,kpi_update,"{'time': 678, 'total_inventory': 0, 'total_stockouts': 138192, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005970278085482894, 'network_efficiency': 139022.0}"
678,stockout,"{'warehouse_id': 2, 'requested': 94, 'fulfilled': 0, 'time': 678}"
679,stockout,"{'warehouse_id': 2, 'requested': 231, 'fulfilled': 0, 'time': 679}"
680,stockout,"{'warehouse_id': 2, 'requested': 450, 'fulfilled': 0, 'time': 680}"
681,stockout,"{'warehouse_id': 1, 'requested': 217, 'fulfilled': 0, 'time': 681}"
682,stockout,"{'warehouse_id': 3, 'requested': 135, 'fulfilled': 0, 'time': 682}"
683,stockout,"{'warehouse_id': 3, 'requested': 166, 'fulfilled': 0, 'time': 683}"
684,kpi_update,"{'time': 684, 'total_inventory': 0, 'total_stockouts': 139485, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005915262088871498, 'network_efficiency': 140315.0}"
684,stockout,"{'warehouse_id': 2, 'requested': 186, 'fulfilled': 0, 'time': 684}"
685,stockout,"{'warehouse_id': 1, 'requested': 166, 'fulfilled': 0, 'time': 685}"
686,stockout,"{'warehouse_id': 1, 'requested': 168, 'fulfilled': 0, 'time': 686}"
687,stockout,"{'warehouse_id': 1, 'requested': 177, 'fulfilled': 0, 'time': 687}"
688,stockout,"{'warehouse_id': 3, 'requested': 195, 'fulfilled': 0, 'time': 688}"
689,stockout,"{'warehouse_id': 1, 'requested': 239, 'fulfilled': 0, 'time': 689}"
690,kpi_update,"{'time': 690, 'total_inventory': 0, 'total_stockouts': 140616, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005867963745881832, 'network_efficiency': 141446.0}"
690,stockout,"{'warehouse_id': 2, 'requested': 438, 'fulfilled': 0, 'time': 690}"
691,stockout,"{'warehouse_id': 3, 'requested': 282, 'fulfilled': 0, 'time': 691}"
692,stockout,"{'warehouse_id': 1, 'requested': 197, 'fulfilled': 0, 'time': 692}"
693,stockout,"{'warehouse_id': 1, 'requested': 182, 'fulfilled': 0, 'time': 693}"
694,stockout,"{'warehouse_id': 1, 'requested': 172, 'fulfilled': 0, 'time': 694}"
695,stockout,"{'warehouse_id': 2, 'requested': 99, 'fulfilled': 0, 'time': 695}"
696,kpi_update,"{'time': 696, 'total_inventory': 0, 'total_stockouts': 141986, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005811673762043501, 'network_efficiency': 142816.0}"
696,stockout,"{'warehouse_id': 1, 'requested': 108, 'fulfilled': 0, 'time': 696}"
697,stockout,"{'warehouse_id': 3, 'requested': 129, 'fulfilled': 0, 'time': 697}"
698,stockout,"{'warehouse_id': 1, 'requested': 84, 'fulfilled': 0, 'time': 698}"
699,stockout,"{'warehouse_id': 3, 'requested': 54, 'fulfilled': 0, 'time': 699}"
700,stockout,"{'warehouse_id': 1, 'requested': 33, 'fulfilled': 0, 'time': 700}"
701,stockout,"{'warehouse_id': 2, 'requested': 47, 'fulfilled': 0, 'time': 701}"
702,kpi_update,"{'time': 702, 'total_inventory': 0, 'total_stockouts': 142441, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005793217050205524, 'network_efficiency': 143271.0}"
702,stockout,"{'warehouse_id': 3, 'requested': 94, 'fulfilled': 0, 'time': 702}"
703,stockout,"{'warehouse_id': 1, 'requested': 214, 'fulfilled': 0, 'time': 703}"
704,stockout,"{'warehouse_id': 1, 'requested': 491, 'fulfilled': 0, 'time': 704}"
705,stockout,"{'warehouse_id': 2, 'requested': 254, 'fulfilled': 0, 'time': 705}"
706,stockout,"{'warehouse_id': 1, 'requested': 170, 'fulfilled': 0, 'time': 706}"
707,stockout,"{'warehouse_id': 1, 'requested': 220, 'fulfilled': 0, 'time': 707}"
708,kpi_update,"{'time': 708, 'total_inventory': 0, 'total_stockouts': 143884, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005735450612933124, 'network_efficiency': 144714.0}"
708,stockout,"{'warehouse_id': 1, 'requested': 253, 'fulfilled': 0, 'time': 708}"
709,stockout,"{'warehouse_id': 3, 'requested': 225, 'fulfilled': 0, 'time': 709}"
710,stockout,"{'warehouse_id': 3, 'requested': 238, 'fulfilled': 0, 'time': 710}"
711,stockout,"{'warehouse_id': 3, 'requested': 173, 'fulfilled': 0, 'time': 711}"
712,stockout,"{'warehouse_id': 1, 'requested': 94, 'fulfilled': 0, 'time': 712}"
713,stockout,"{'warehouse_id': 2, 'requested': 53, 'fulfilled': 0, 'time': 713}"
714,kpi_update,"{'time': 714, 'total_inventory': 0, 'total_stockouts': 144920, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005694682675814744, 'network_efficiency': 145750.0}"
714,stockout,"{'warehouse_id': 2, 'requested': 100, 'fulfilled': 0, 'time': 714}"
715,stockout,"{'warehouse_id': 2, 'requested': 59, 'fulfilled': 0, 'time': 715}"
716,stockout,"{'warehouse_id': 3, 'requested': 72, 'fulfilled': 0, 'time': 716}"
717,stockout,"{'warehouse_id': 3, 'requested': 60, 'fulfilled': 0, 'time': 717}"
718,stockout,"{'warehouse_id': 3, 'requested': 73, 'fulfilled': 0, 'time': 718}"
719,stockout,"{'warehouse_id': 1, 'requested': 62, 'fulfilled': 0, 'time': 719}"
720,kpi_update,"{'time': 720, 'total_inventory': 0, 'total_stockouts': 145346, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005678086690017459, 'network_efficiency': 146176.0}"
720,stockout,"{'warehouse_id': 1, 'requested': 69, 'fulfilled': 0, 'time': 720}"
721,stockout,"{'warehouse_id': 1, 'requested': 96, 'fulfilled': 0, 'time': 721}"
722,stockout,"{'warehouse_id': 2, 'requested': 60, 'fulfilled': 0, 'time': 722}"
723,stockout,"{'warehouse_id': 3, 'requested': 47, 'fulfilled': 0, 'time': 723}"
724,stockout,"{'warehouse_id': 3, 'requested': 34, 'fulfilled': 0, 'time': 724}"
725,stockout,"{'warehouse_id': 1, 'requested': 34, 'fulfilled': 0, 'time': 725}"
726,kpi_update,"{'time': 726, 'total_inventory': 0, 'total_stockouts': 145686, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005664910316961924, 'network_efficiency': 146516.0}"
726,stockout,"{'warehouse_id': 3, 'requested': 63, 'fulfilled': 0, 'time': 726}"
727,stockout,"{'warehouse_id': 2, 'requested': 124, 'fulfilled': 0, 'time': 727}"
728,stockout,"{'warehouse_id': 1, 'requested': 273, 'fulfilled': 0, 'time': 728}"
729,stockout,"{'warehouse_id': 1, 'requested': 137, 'fulfilled': 0, 'time': 729}"
730,stockout,"{'warehouse_id': 2, 'requested': 102, 'fulfilled': 0, 'time': 730}"
731,stockout,"{'warehouse_id': 1, 'requested': 144, 'fulfilled': 0, 'time': 731}"
732,kpi_update,"{'time': 732, 'total_inventory': 0, 'total_stockouts': 146529, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005632502935009054, 'network_efficiency': 147359.0}"
732,stockout,"{'warehouse_id': 1, 'requested': 160, 'fulfilled': 0, 'time': 732}"
733,stockout,"{'warehouse_id': 2, 'requested': 171, 'fulfilled': 0, 'time': 733}"
734,stockout,"{'warehouse_id': 3, 'requested': 156, 'fulfilled': 0, 'time': 734}"
735,stockout,"{'warehouse_id': 1, 'requested': 214, 'fulfilled': 0, 'time': 735}"
736,stockout,"{'warehouse_id': 3, 'requested': 216, 'fulfilled': 0, 'time': 736}"
737,stockout,"{'warehouse_id': 1, 'requested': 279, 'fulfilled': 0, 'time': 737}"
738,kpi_update,"{'time': 738, 'total_inventory': 0, 'total_stockouts': 147725, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005587156272087834, 'network_efficiency': 148555.0}"
738,stockout,"{'warehouse_id': 1, 'requested': 403, 'fulfilled': 0, 'time': 738}"
739,stockout,"{'warehouse_id': 2, 'requested': 270, 'fulfilled': 0, 'time': 739}"
740,stockout,"{'warehouse_id': 1, 'requested': 229, 'fulfilled': 0, 'time': 740}"
741,stockout,"{'warehouse_id': 1, 'requested': 229, 'fulfilled': 0, 'time': 741}"
742,stockout,"{'warehouse_id': 2, 'requested': 188, 'fulfilled': 0, 'time': 742}"
743,stockout,"{'warehouse_id': 3, 'requested': 132, 'fulfilled': 0, 'time': 743}"
744,kpi_update,"{'time': 744, 'total_inventory': 0, 'total_stockouts': 149176, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005533112008852981, 'network_efficiency': 150006.0}"
744,stockout,"{'warehouse_id': 2, 'requested': 122, 'fulfilled': 0, 'time': 744}"
745,stockout,"{'warehouse_id': 3, 'requested': 149, 'fulfilled': 0, 'time': 745}"
746,stockout,"{'warehouse_id': 3, 'requested': 103, 'fulfilled': 0, 'time': 746}"
747,stockout,"{'warehouse_id': 1, 'requested': 81, 'fulfilled': 0, 'time': 747}"
748,stockout,"{'warehouse_id': 3, 'requested': 37, 'fulfilled': 0, 'time': 748}"
749,stockout,"{'warehouse_id': 3, 'requested': 51, 'fulfilled': 0, 'time': 749}"
750,kpi_update,"{'time': 750, 'total_inventory': 0, 'total_stockouts': 149719, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.00551315518535489, 'network_efficiency': 150549.0}"
750,stockout,"{'warehouse_id': 3, 'requested': 95, 'fulfilled': 0, 'time': 750}"
751,stockout,"{'warehouse_id': 2, 'requested': 244, 'fulfilled': 0, 'time': 751}"
752,stockout,"{'warehouse_id': 3, 'requested': 459, 'fulfilled': 0, 'time': 752}"
753,stockout,"{'warehouse_id': 3, 'requested': 259, 'fulfilled': 0, 'time': 753}"
754,stockout,"{'warehouse_id': 2, 'requested': 168, 'fulfilled': 0, 'time': 754}"
755,stockout,"{'warehouse_id': 1, 'requested': 194, 'fulfilled': 0, 'time': 755}"
756,kpi_update,"{'time': 756, 'total_inventory': 0, 'total_stockouts': 151138, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005461676142345717, 'network_efficiency': 151968.0}"
756,stockout,"{'warehouse_id': 2, 'requested': 240, 'fulfilled': 0, 'time': 756}"
757,stockout,"{'warehouse_id': 1, 'requested': 233, 'fulfilled': 0, 'time': 757}"
758,stockout,"{'warehouse_id': 3, 'requested': 256, 'fulfilled': 0, 'time': 758}"
759,stockout,"{'warehouse_id': 1, 'requested': 293, 'fulfilled': 0, 'time': 759}"
760,stockout,"{'warehouse_id': 2, 'requested': 268, 'fulfilled': 0, 'time': 760}"
761,stockout,"{'warehouse_id': 1, 'requested': 341, 'fulfilled': 0, 'time': 761}"
762,kpi_update,"{'time': 762, 'total_inventory': 0, 'total_stockouts': 152769, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005403681013548267, 'network_efficiency': 153599.0}"
762,stockout,"{'warehouse_id': 3, 'requested': 542, 'fulfilled': 0, 'time': 762}"
763,stockout,"{'warehouse_id': 2, 'requested': 344, 'fulfilled': 0, 'time': 763}"
764,stockout,"{'warehouse_id': 3, 'requested': 263, 'fulfilled': 0, 'time': 764}"
765,stockout,"{'warehouse_id': 3, 'requested': 257, 'fulfilled': 0, 'time': 765}"
766,stockout,"{'warehouse_id': 3, 'requested': 235, 'fulfilled': 0, 'time': 766}"
767,stockout,"{'warehouse_id': 2, 'requested': 143, 'fulfilled': 0, 'time': 767}"
768,kpi_update,"{'time': 768, 'total_inventory': 0, 'total_stockouts': 154553, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005341639690313649, 'network_efficiency': 155383.0}"
768,stockout,"{'warehouse_id': 2, 'requested': 138, 'fulfilled': 0, 'time': 768}"
769,stockout,"{'warehouse_id': 2, 'requested': 159, 'fulfilled': 0, 'time': 769}"
770,stockout,"{'warehouse_id': 2, 'requested': 102, 'fulfilled': 0, 'time': 770}"
771,stockout,"{'warehouse_id': 1, 'requested': 65, 'fulfilled': 0, 'time': 771}"
772,stockout,"{'warehouse_id': 3, 'requested': 47, 'fulfilled': 0, 'time': 772}"
773,stockout,"{'warehouse_id': 2, 'requested': 48, 'fulfilled': 0, 'time': 773}"
774,kpi_update,"{'time': 774, 'total_inventory': 0, 'total_stockouts': 155112, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005322491695630371, 'network_efficiency': 155942.0}"
774,stockout,"{'warehouse_id': 2, 'requested': 115, 'fulfilled': 0, 'time': 774}"
775,stockout,"{'warehouse_id': 1, 'requested': 267, 'fulfilled': 0, 'time': 775}"
776,stockout,"{'warehouse_id': 1, 'requested': 558, 'fulfilled': 0, 'time': 776}"
777,stockout,"{'warehouse_id': 1, 'requested': 280, 'fulfilled': 0, 'time': 777}"
778,stockout,"{'warehouse_id': 1, 'requested': 187, 'fulfilled': 0, 'time': 778}"
779,stockout,"{'warehouse_id': 3, 'requested': 234, 'fulfilled': 0, 'time': 779}"
780,kpi_update,"{'time': 780, 'total_inventory': 0, 'total_stockouts': 156753, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005267065609869115, 'network_efficiency': 157583.0}"
780,stockout,"{'warehouse_id': 2, 'requested': 303, 'fulfilled': 0, 'time': 780}"
781,stockout,"{'warehouse_id': 1, 'requested': 294, 'fulfilled': 0, 'time': 781}"
782,stockout,"{'warehouse_id': 1, 'requested': 293, 'fulfilled': 0, 'time': 782}"
783,stockout,"{'warehouse_id': 3, 'requested': 310, 'fulfilled': 0, 'time': 783}"
784,stockout,"{'warehouse_id': 1, 'requested': 330, 'fulfilled': 0, 'time': 784}"
785,stockout,"{'warehouse_id': 1, 'requested': 382, 'fulfilled': 0, 'time': 785}"
786,kpi_update,"{'time': 786, 'total_inventory': 0, 'total_stockouts': 158665, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005203924887927536, 'network_efficiency': 159495.0}"
786,stockout,"{'warehouse_id': 2, 'requested': 592, 'fulfilled': 0, 'time': 786}"
787,stockout,"{'warehouse_id': 1, 'requested': 379, 'fulfilled': 0, 'time': 787}"
788,stockout,"{'warehouse_id': 2, 'requested': 241, 'fulfilled': 0, 'time': 788}"
789,stockout,"{'warehouse_id': 3, 'requested': 225, 'fulfilled': 0, 'time': 789}"
790,stockout,"{'warehouse_id': 1, 'requested': 227, 'fulfilled': 0, 'time': 790}"
791,stockout,"{'warehouse_id': 2, 'requested': 178, 'fulfilled': 0, 'time': 791}"
